time;generation biomass;generation fossil brown coal/lignite;generation fossil gas;generation fossil hard coal;generation fossil oil;generation hydro pumped storage consumption;generation hydro run-of-river and poundage;generation hydro water reservoir;generation nuclear;generation other;generation other renewable;generation solar;generation waste;generation wind onshore;forecast solar day ahead;forecast wind onshore day ahead;total load forecast;total load actual;price day ahead;price actual
2015-01-14 07:00:00;539;974;6583;7498;343;0;1021;5459;7097;90;71;39;276;4773;58;4636;35671;35150;71,46;83,97
2015-01-14 08:00:00;535;981;6658;7571;345;1;991;5677;7097;92;70;411;282;4645;497;4658;36366;35953;78,9;92,24
2015-01-14 11:00:00;534;868;6661;7472;352;0;1085;4730;7099;88;75;2480;276;4677;2895;4447;35821;35561;71,15;86,31
2015-01-14 12:00:00;533;940;6446;7568;359;1;1031;4199;7099;87;73;2688;272;5121;3159;5041;35422;35186;68,25;79,91
2015-01-14 13:00:00;528;966;6415;7573;362;0;1100;2791;7099;83;71;2683;272;5330;3111;5388;34070;33909;63,89;76,06
2015-01-14 14:00:00;516;921;6723;7557;360;0;1065;2188;7098;79;73;2420;271;5528;2643;5530;33419;33322;63,01;75,64
2015-01-14 15:00:00;518;978;6275;7568;352;0;1082;2937;7099;81;76;2003;265;5518;1871;5641;33189;33330;64,89;77,09
2015-01-14 16:00:00;525;970;6931;7593;352;0;1068;3782;7099;88;76;905;264;5440;830;5604;33748;33811;67,11;79,62
2015-01-14 17:00:00;531;981;8088;7589;353;0;1100;4836;7099;89;75;213;255;5806;285;5888;36210;36114;69,96;88,06
2015-01-14 18:00:00;531;982;8441;7602;356;0;1090;5574;7100;82;80;112;254;6321;31;6335;38021;37535;70,52;88,75
2015-01-14 19:00:00;540;976;8539;7578;355;0;1084;5207;7101;84;80;79;265;6901;11;6924;38219;37633;68,75;86,91
2015-01-14 20:00:00;527;966;8809;7560;347;0;1081;3599;7102;90;80;32;265;7571;22;7523;37223;36809;62,99;79,91
2015-01-14 21:00:00;504;961;6398;7474;346;0;1028;3038;7102;82;79;31;265;7913;15;8025;34534;33939;55;70,11
2015-01-14 22:00:00;501;890;4840;6948;339;33;1011;1374;7102;80;78;31;261;8204;0;8085;31369;30630;45,67;59,27
2015-01-14 23:00:00;499;792;3825;6296;286;878;924;972;7105;80;72;31;263;8374;4;8424;28158;27865;39;49,14
2015-01-15 06:00:00;493;854;4156;6129;303;260;861;1230;7099;83;70;33;261;8288;21;8186;31770;31608;48,62;56,67
2015-01-15 07:00:00;505;949;4660;6488;341;0;894;2650;7073;80;70;50;263;8799;73;8689;35369;34804;57,59;69,9
2015-01-15 08:00:00;501;961;4292;6525;345;0;935;3255;7065;57;71;562;242;9263;567;9166;36242;35815;63,01;76,22
2015-01-15 09:00:00;485;979;4529;6524;345;1;955;3233;7066;56;72;1336;246;9169;1397;9423;36975;36260;64;79,18
2015-01-15 10:00:00;487;786;4674;6312;362;0;988;2520;7066;54;75;1984;242;9300;2191;9164;36838;35996;62,01;77,66
2015-01-15 11:00:00;483;794;4448;6248;362;79;1006;1811;7085;59;73;2287;260;9645;2556;9595;36431;35539;54,87;70,25
2015-01-15 12:00:00;484;939;4227;6270;363;1;1112;1621;7099;75;74;2274;257;9606;2640;9905;36047;35240;45,3;57,96
2015-01-15 13:00:00;488;904;3997;6044;362;190;1007;1335;7100;78;74;2062;266;9890;2457;9694;34655;34028;41,35;54,4
2015-01-15 14:00:00;496;848;3984;6075;360;266;1128;1256;7100;79;72;1593;266;10212;1902;10147;34111;33573;40,8;53,87
2015-01-15 15:00:00;469;940;4217;6046;364;195;1038;1482;7100;82;74;939;269;10274;1181;10370;34190;33637;45,03;57,8
2015-01-15 16:00:00;441;908;4651;6197;367;3;1127;2018;7099;83;73;287;270;10112;454;10246;34596;34151;52,47;65,77
2015-01-15 17:00:00;488;950;4743;6449;366;0;1197;3590;7100;89;75;67;273;10081;61;10109;36820;36202;61,69;78,95
2015-01-15 18:00:00;513;962;4721;6607;367;0;1267;4371;7100;85;79;62;265;10678;11;10483;38704;37469;63,43;80,36
2015-01-15 19:00:00;518;962;4838;6641;369;0;1272;4037;7101;81;77;61;269;11114;11;11013;38572;37299;62,01;79,38
2015-01-15 20:00:00;528;920;4699;6395;343;1;1250;2885;7102;82;80;59;269;11935;3;11527;37657;36325;54,12;70,31
2015-01-15 21:00:00;474;641;4354;5720;336;166;1189;2063;7100;82;76;59;261;12091;3;12069;34804;33848;42,35;56,77
2015-01-15 22:00:00;462;530;4065;5457;334;971;1085;1609;7101;81;75;59;252;11295;3;11549;31605;30737;40,13;53,49
2015-01-16 06:00:00;508;628;4132;5522;341;402;1130;1312;7100;81;73;59;267;8693;12;8277;31796;31518;57,93;66,58
2015-01-16 07:00:00;523;789;4980;6111;357;1;1178;2277;7100;90;69;40;269;9101;47;8769;35288;34642;64,89;78,3
2015-01-16 08:00:00;527;646;4879;6052;345;2;1220;3213;7105;90;69;352;268;9430;416;9186;36377;35662;70,52;85,84
2015-01-16 09:00:00;520;533;4774;5501;365;96;1233;4058;7104;91;69;1229;272;9482;1032;9546;36967;36343;71,25;89,11
2015-01-16 10:00:00;478;597;4894;5460;354;110;1229;3225;7102;90;75;1855;265;10147;1628;9912;36823;36335;68,69;85,59
2015-01-16 11:00:00;461;724;4765;5816;367;220;1155;2340;7101;90;76;2270;254;11129;2276;10797;36450;35955;62,56;78,55
2015-01-16 12:00:00;469;730;4238;5715;371;564;1077;1837;7102;87;75;2466;261;12417;2613;11646;36098;35583;58,34;71,22
2015-01-16 15:00:00;495;760;4811;5876;345;1033;1128;1256;7101;92;77;1652;257;12153;1691;12385;33853;33460;54,02;66,69
2015-01-16 16:00:00;501;859;4910;6159;356;67;1189;1668;7101;93;74;773;252;11248;765;11017;34258;33784;58,98;71,61
2015-01-16 17:00:00;500;933;6025;6225;365;0;1215;3058;7100;93;77;222;260;9878;187;10038;36326;35633;63,52;82,21
2015-01-16 18:00:00;498;966;5963;6505;373;0;1226;4489;7100;91;80;99;270;9563;33;9097;37410;36821;66,94;84,46
2015-01-16 19:00:00;499;971;5804;6641;370;0;1229;4178;7102;85;82;88;271;9971;18;9500;37004;36669;64,89;82,09
2015-01-16 20:00:00;499;954;6363;6654;364;0;1234;3883;7102;80;77;75;266;9614;37;9839;36315;36015;59,88;76
2015-01-16 21:00:00;481;941;5891;6406;361;1;1181;2734;7103;80;79;75;267;9612;36;9487;34030;33847;55,02;68,82
2015-01-16 22:00:00;457;898;5066;5992;347;26;1128;1516;7104;80;77;75;268;9578;32;9505;31310;31243;45,34;58,81
2015-01-16 23:00:00;461;896;4909;5546;287;715;1076;914;7104;80;74;75;264;9550;34;9235;29129;28889;36,54;50,65
2015-01-17 06:00:00;486;621;4216;4943;285;736;939;909;7104;79;74;37;257;6513;5;6236;25660;25467;41,19;51,97
2015-01-17 07:00:00;497;776;4121;5320;305;27;1041;1532;7102;80;73;62;259;6259;104;6310;27391;27120;48,2;58,88
2015-01-17 08:00:00;487;965;4581;5684;303;0;1171;3067;7101;80;76;771;264;5823;713;5935;30302;29980;60,64;68,81
2015-01-17 09:00:00;503;976;4678;5818;305;0;1191;3786;7102;81;78;1914;270;5356;1815;5592;32302;32225;64,88;73,52
2015-01-17 10:00:00;514;974;4647;5792;298;0;1188;3700;7103;81;77;2804;272;5293;2805;5285;32532;32480;64,88;73,67
2015-01-17 11:00:00;536;973;4269;5775;303;0;1149;3054;7103;79;76;3408;268;5581;3457;5401;31904;31863;62,5;71,88
2015-01-17 12:00:00;524;955;4251;5722;303;0;1118;2315;7103;80;75;3584;264;6038;3558;5774;31786;31659;58,69;68,06
2015-01-17 13:00:00;513;917;4446;5548;299;0;1105;1578;7102;80;75;3496;268;6474;3312;6184;31219;30894;47;58,83
2015-01-17 14:00:00;523;744;4137;5400;294;57;1106;1101;7101;79;75;3203;262;6520;2822;6420;29977;29725;40,4;51,47
2015-01-17 15:00:00;522;750;4234;5485;294;175;1101;1051;7101;80;75;2515;263;6174;2016;6318;29407;29039;39,84;51
2015-01-17 16:00:00;517;890;4837;5661;294;4;1110;1794;7099;78;76;1121;263;5629;801;5924;29815;29191;43,1;55,19
2015-01-17 17:00:00;516;939;5673;5847;294;1;1150;4379;7099;80;78;233;260;5449;165;5367;32270;31620;56,68;72,1
2015-01-17 18:00:00;529;950;5857;5854;295;0;1181;5560;7101;80;75;89;260;5808;62;5576;33840;33274;59,82;75,99
2015-01-17 19:00:00;532;957;5780;5861;296;0;1195;5485;7102;80;78;79;263;6118;28;6135;34565;33865;57,59;74
2015-01-17 20:00:00;525;951;5751;5879;296;0;1189;5214;7104;80;75;71;265;6198;26;6385;34255;33741;53,7;70,78
2015-01-17 21:00:00;523;937;5148;5789;270;0;1151;4354;7104;81;75;70;264;6120;26;6305;32574;32324;42,25;57,88
2015-01-17 22:00:00;508;931;4919;5697;270;63;1114;2477;7106;81;75;70;263;6361;26;6331;30278;30056;37,78;53,7
2015-01-17 23:00:00;504;915;4757;5468;272;821;1022;997;7107;80;76;70;258;6439;24;6624;27766;27371;36,24;54,28
2015-01-18 08:00:00;502;547;4334;4365;255;1221;1090;1027;7104;81;77;360;262;5478;280;5765;26207;25933;39,84;53,03
2015-01-18 09:00:00;519;763;4747;5213;260;4;1112;1435;7104;81;75;717;264;4966;641;5287;28561;28482;43,97;56,4
2015-01-18 10:00:00;504;874;5040;5531;264;1;1086;2440;7103;81;72;817;265;4931;927;5032;29673;29913;53,98;64,8
2015-01-18 11:00:00;513;936;5136;5739;263;1;1112;3218;7103;81;69;827;271;4996;1070;5018;29685;30285;50,1;62,38
2015-01-18 12:00:00;521;942;5155;5777;263;1;1099;4070;7103;82;71;824;272;4839;880;5049;30046;30892;53,69;66,25
2015-01-18 13:00:00;524;960;5019;5781;264;1;1099;4740;7103;81;71;669;270;4725;703;5045;29932;30854;52,8;66,2
2015-01-18 14:00:00;516;965;4925;5687;261;1;1090;3034;7104;80;74;481;270;5252;552;5190;28724;29506;42,51;60,23
2015-01-18 15:00:00;513;893;4626;5460;261;1;1082;2100;7104;80;75;262;265;6269;346;5902;28234;28894;42;59,38
2015-01-18 16:00:00;506;916;4560;5419;261;72;1092;1591;7104;81;73;103;254;6914;135;6843;28603;28926;42,51;58,14
2015-01-18 17:00:00;514;955;4994;5746;262;3;1163;2649;7105;81;76;69;259;7114;24;7164;30986;31281;55,57;69,59
2015-01-18 18:00:00;515;976;5390;5792;264;0;1210;4250;7105;81;77;69;267;6679;9;7052;33027;32810;60,8;74,81
2015-01-18 19:00:00;514;979;5550;5797;263;0;1255;4882;7106;83;77;67;268;6432;10;6376;34451;33710;59,82;74,28
2015-01-18 20:00:00;518;967;5509;5792;271;0;1285;4986;7105;82;76;65;271;6030;10;6241;34616;33891;57,59;73,59
2015-01-18 21:00:00;520;975;5257;5827;272;0;1276;4552;7104;81;72;65;271;5268;9;5771;33252;32608;53,69;68,64
2015-01-18 22:00:00;507;964;4784;5779;275;48;1216;3077;7103;82;71;65;269;4804;11;5046;30662;29850;42,51;59,72
2015-01-18 23:00:00;498;947;5136;5427;273;1102;1109;1288;7105;82;69;65;268;4673;1;4746;27198;26865;38,24;54,84
2015-01-19 06:00:00;509;860;4932;6247;290;579;1036;1569;7099;82;68;66;257;8138;13;8336;30976;31460;52,07;61,48
2015-01-19 07:00:00;523;948;5791;7274;331;1;1138;1980;7103;82;68;68;257;8654;53;8477;34738;35444;56,49;69,97
2015-01-19 08:00:00;526;894;5136;7579;340;1;1120;2748;7102;83;72;317;254;9222;371;9210;36761;36987;64,88;77,42
2015-01-19 09:00:00;531;931;5406;7820;342;1;1133;3670;7103;83;68;962;251;8841;1002;9458;38192;38207;65,02;79,88
2015-01-19 10:00:00;524;976;5346;8036;343;1;1167;3138;7102;83;68;1714;255;8650;1618;9030;38437;38341;64,88;79,56
2015-01-19 11:00:00;527;980;5845;8169;342;1;1240;2445;7102;83;71;2127;257;8548;2063;8825;38273;38052;59,07;74,48
2015-01-19 12:00:00;525;966;6046;8249;342;1;1234;2253;7053;83;72;2268;257;8354;2304;8420;38089;37891;55,69;69,32
2015-01-19 13:00:00;528;919;5966;8214;340;1;1205;2034;6946;84;74;2356;260;8496;2271;8284;36853;36560;47,72;63,24
2015-01-19 14:00:00;531;961;5925;8258;336;1;1224;2302;6837;85;73;2288;261;8104;2182;8234;36221;36103;47,43;63,06
2015-01-19 15:00:00;516;966;5581;8207;328;1;1219;2366;6729;82;75;2003;262;7708;1702;7663;36000;35867;54,56;68,6
2015-01-19 16:00:00;520;967;6354;8189;325;0;1246;3291;6623;82;77;1307;264;7194;945;7398;36217;36229;60,69;74,64
2015-01-19 17:00:00;528;972;7523;8155;335;0;1285;4943;6531;83;79;414;272;6660;245;6850;37842;37941;67,25;86,83
2015-01-19 20:00:00;525;950;7693;8186;341;0;1253;6275;6225;83;80;40;272;6890;10;6815;38265;38082;65,69;83,12
2015-01-19 21:00:00;522;923;6597;8174;343;0;1225;5137;6198;82;77;38;273;6577;4;6695;36008;35179;60,76;75,57
2015-01-19 22:00:00;515;938;5821;8140;343;16;1187;3109;6135;82;73;38;272;6033;3;6338;32396;31618;56,69;69,89
2015-01-19 23:00:00;510;921;5305;7921;281;416;1105;1896;6100;83;70;38;262;5733;4;5784;29044;29025;46,67;57,6
2015-01-20 00:00:00;508;894;4333;7462;274;737;1002;773;6097;82;72;38;261;5908;0;5787;26742;26475;42,44;53,55
2015-01-20 01:00:00;510;667;3955;6832;271;1093;945;559;6096;82;70;38;269;6121;0;6123;25491;25087;42,02;52,35
2015-01-20 02:00:00;507;614;4168;6538;270;1294;937;665;6097;82;71;38;270;6292;0;6331;24909;24620;40;50,3
2015-01-20 03:00:00;513;565;4090;6443;271;1498;936;565;6096;82;72;38;275;6027;0;6117;24671;24505;39,4;49,46
2015-01-20 04:00:00;518;675;4462;6952;268;1192;970;724;6097;82;70;40;274;5097;4;5694;25240;25188;42,02;51,79
2015-01-20 05:00:00;523;880;4847;7531;276;543;1027;1135;6096;82;70;46;269;4566;3;4853;27744;27866;47,43;56,08
2015-01-20 06:00:00;536;971;6115;8089;309;19;1128;3163;6093;82;72;41;271;4345;29;4429;32474;32945;63,89;70,93
2015-01-20 07:00:00;543;971;7239;8196;326;4;1210;4719;6094;82;74;60;268;4310;78;4253;36453;36474;67,69;80,62
2015-01-20 08:00:00;537;968;7314;8072;323;0;1277;6141;6094;82;73;435;271;3953;473;4110;37782;37711;71,15;83,78
2015-01-20 09:00:00;529;968;7194;8165;331;0;1285;6763;6094;86;75;1034;266;3405;1026;3646;38886;38505;77,51;92,88
2015-01-20 10:00:00;525;967;7768;8190;341;0;1290;6024;6095;93;76;1552;266;3263;1497;3298;38890;38499;74,75;90,6
2015-01-20 11:00:00;520;969;8299;8187;342;1;1286;5167;6094;92;76;1806;267;3536;1754;3251;38311;38172;69,89;86,02
2015-01-20 12:00:00;524;977;8682;8075;331;2;1280;4702;6095;87;76;1740;270;4080;1761;3649;38013;38132;67,94;81,19
2015-01-20 13:00:00;525;972;8216;8031;335;1;1259;4516;6095;84;76;1466;268;4341;1587;4145;36691;36846;65,01;79,26
2015-01-20 14:00:00;526;963;8465;8014;335;1;1256;3917;6094;90;78;1204;266;4083;1365;4305;36174;36287;65,01;79,15
2015-01-20 15:00:00;534;968;9628;7992;333;1;1255;3768;6094;92;77;836;262;3768;978;3745;35857;36333;66,6;79,79
2015-01-20 21:00:00;533;966;8350;8014;345;1;1240;5436;6097;83;80;81;259;3784;0;3777;36152;36258;63,1;78,73
2015-01-20 22:00:00;529;955;6753;7948;342;5;1179;3180;6096;82;78;81;260;4099;0;4033;32568;32569;57,59;71,82
2015-01-20 23:00:00;529;914;5576;7718;310;484;1109;1691;6098;82;75;81;260;4608;0;4491;29658;29411;60,01;70,53
2015-01-21 00:00:00;532;880;4480;7000;270;1015;997;842;6098;82;74;81;262;5339;3;5065;26975;26868;47,43;59,37
2015-01-21 01:00:00;533;740;4385;6182;264;1547;977;648;6099;83;73;81;260;5825;4;5872;25506;25391;45,94;56,97
2015-01-21 06:00:00;542;940;5218;7313;297;44;1133;1774;6095;82;74;82;243;7866;36;8092;33409;33028;59,82;68,61
2015-01-21 07:00:00;552;969;6226;7745;343;0;1246;3329;6096;92;74;100;237;7892;99;8087;36912;36643;62,33;76,21
2015-01-21 08:00:00;544;969;5687;7835;348;0;1304;4541;6096;92;74;616;237;7767;636;8015;37941;38079;65,69;78,3
2015-01-21 09:00:00;549;974;5910;7875;350;0;1298;4576;6097;93;74;1488;239;7352;1476;7813;38630;38761;67,75;83,04
2015-01-21 10:00:00;543;973;5786;7900;357;0;1304;4193;6096;92;75;1969;245;7725;2252;7494;38568;38655;65,01;80,02
2015-01-21 11:00:00;534;974;5828;7901;354;3;1294;3248;6097;93;75;2183;244;8072;2751;8180;38196;38110;59,01;74,73
2015-01-21 12:00:00;535;969;5853;7897;358;0;1273;3088;6097;93;77;2170;243;8784;2747;8362;38101;38036;52,6;67,08
2015-01-21 13:00:00;543;967;5685;7858;358;122;1255;2972;6129;92;80;2057;242;9538;2310;9268;36753;36868;45,13;61,83
2015-01-21 14:00:00;531;972;5784;7862;354;498;1292;2797;6199;92;81;1513;238;9599;1861;9793;36145;36479;44,95;61,84
2015-01-21 15:00:00;529;945;5745;7859;354;413;1266;2409;6208;92;80;931;234;9901;1349;9590;36188;36441;46,25;61,8
2015-01-21 16:00:00;531;970;6265;7923;352;7;1248;2840;6212;93;80;367;233;9668;657;9728;36757;37061;55,47;70,91
2015-01-21 17:00:00;537;967;7129;7968;359;0;1262;3929;6275;93;79;106;240;9574;193;9320;38715;38758;59,82;80,27
2015-01-21 18:00:00;531;964;7302;7969;366;0;1290;4097;6366;93;81;102;242;9635;7;9625;40054;40081;58,34;78,82
2015-01-21 19:00:00;529;933;7341;7946;366;0;1227;4107;6436;96;80;94;240;9657;8;9653;40082;40122;55,02;75,67
2015-01-21 20:00:00;540;962;6211;7846;349;55;1245;4851;6498;95;81;78;239;9997;8;9749;39116;39146;45;65,81
2015-01-21 21:00:00;538;923;5487;7817;349;328;1221;3985;6513;86;81;70;243;9887;5;10030;36282;36267;42;61,64
2015-01-21 22:00:00;532;928;4683;7653;333;741;1130;2377;6518;85;76;70;246;9995;2;9689;32741;32864;38,5;55,47
2015-01-21 23:00:00;527;898;3996;7093;275;1240;1027;1077;6553;84;74;70;224;10246;1;10046;29383;29755;39,96;50,5
2015-01-22 06:00:00;537;891;4278;7129;297;288;1037;1225;6943;83;73;70;226;10152;25;10168;32334;32969;45,03;53,17
2015-01-22 07:00:00;545;961;5437;7881;337;0;1103;2184;6972;83;66;87;232;9881;73;9990;35792;36207;57,2;70,72
2015-01-22 08:00:00;538;973;5385;7944;346;0;1171;2978;7000;83;54;621;231;9478;581;9627;37313;37521;61,57;73,93
2015-01-22 09:00:00;542;888;5426;7825;348;0;1158;3069;7029;82;68;1627;226;9314;1338;9389;38330;38344;63,27;78,61
2015-01-22 10:00:00;539;907;5253;7761;355;0;1235;2721;7060;82;69;2432;231;9710;2315;9457;38380;38054;61,45;77,13
2015-01-22 11:00:00;542;922;5437;7738;349;0;1155;2173;7088;83;71;2851;231;10414;3011;10372;37854;37706;55,35;70,98
2015-01-22 12:00:00;551;941;5940;7802;350;0;1173;1853;7094;90;75;2532;231;10819;3230;10641;37778;37513;54,01;67,09
2015-01-22 13:00:00;549;946;5760;7794;346;188;1143;1709;7095;93;78;2255;231;11204;3075;10782;36588;36419;47,43;61,68
2015-01-22 14:00:00;542;957;5403;7892;347;322;1166;1592;7098;93;75;2154;229;10869;2451;10942;36210;35785;47,37;61,59
2015-01-22 15:00:00;547;854;5242;7774;351;340;1167;1481;7099;89;77;1853;228;10621;1758;10490;36098;35761;51,99;65
2015-01-22 16:00:00;549;797;6013;7522;356;4;1188;2274;7098;93;77;1186;228;10329;772;10222;36772;36254;59,2;73,58
2015-01-22 17:00:00;541;782;6715;7583;360;43;1227;3869;7093;92;79;424;229;9649;293;9823;38368;38080;64,56;83,65
2015-01-22 18:00:00;547;948;7161;7982;365;0;1215;4407;7094;90;82;135;227;9243;104;9195;39791;39702;65;83,57
2015-01-22 19:00:00;553;959;7551;7972;365;0;1242;4143;7095;93;82;77;228;9228;44;9113;39675;39722;63,91;82,46
2015-01-22 20:00:00;551;956;7743;7966;365;0;1280;4354;7098;92;80;70;233;8873;7;9009;38824;38886;60,76;78,29
2015-01-22 21:00:00;545;937;6612;7844;365;0;1237;3093;7095;83;78;70;232;8652;0;8589;36282;36062;55,1;70,61
2015-01-22 22:00:00;543;869;5511;7638;355;108;1133;1597;7095;82;79;70;221;8783;0;8615;32705;32725;48;62,33
2015-01-22 23:00:00;540;885;4109;7124;293;616;1050;986;7095;82;75;70;221;8674;0;8693;29950;29746;44,45;53,63
2015-01-23 00:00:00;544;715;3671;6231;287;1468;1030;827;7095;82;74;70;225;8734;0;8708;27328;27253;42,1;51,21
2015-01-23 05:00:00;542;660;3729;6684;275;1073;1001;1022;7097;82;73;69;231;8620;1;8598;28276;28213;43,6;52,28
2015-01-23 06:00:00;544;871;4466;7390;319;355;1056;1606;7099;85;72;69;233;8694;22;8679;33236;33070;57,66;65,64
2015-01-23 07:00:00;553;945;5470;7948;350;8;1185;2595;7101;93;70;111;233;8683;116;8731;36643;36531;62,1;76,4
2015-01-23 08:00:00;561;928;5400;7953;355;0;1182;3608;7103;93;62;967;238;8476;785;8664;37850;37807;67,01;79,97
2015-01-23 09:00:00;557;823;5529;7800;362;0;1175;3704;7104;92;66;2243;232;8168;1880;8254;38603;38312;68,5;84,61
2015-01-23 10:00:00;554;823;5399;7679;364;247;1175;3018;7104;91;64;3335;231;8383;3170;8214;38307;37823;67;83,52
2015-01-23 11:00:00;555;871;5253;7632;361;550;1160;2369;7102;95;69;3967;215;8640;4012;8513;37778;37202;62,78;78,96
2015-01-23 12:00:00;558;913;5067;7568;364;520;1168;2183;7103;92;68;4026;217;8956;4117;8933;37455;36773;59,65;72,31
2015-01-23 13:00:00;548;849;4911;7332;362;574;1125;1547;7104;92;71;3928;218;9210;3875;9200;36253;35443;48,25;61,96
2015-01-23 14:00:00;542;828;4584;7387;365;547;1124;1271;7104;93;72;3642;222;9345;3511;9313;35443;34752;47,1;60,84
2015-01-23 15:00:00;545;662;4995;6876;366;372;1119;1240;7100;94;75;3104;225;9600;2766;9444;35235;34582;52,6;65,34
2015-01-23 16:00:00;553;655;5616;7188;359;105;1154;2061;7097;94;78;1809;223;9000;1675;9321;35592;34756;58,34;72,57
2015-01-23 17:00:00;551;711;6273;7593;359;10;1213;3276;7099;93;78;580;225;8695;514;8651;37395;36572;62,42;81,1
2015-01-23 18:00:00;548;897;6722;7975;367;0;1209;4122;7099;93;80;208;224;8785;96;8700;38874;38329;65;83,19
2015-01-23 19:00:00;550;961;6965;7970;367;0;1246;3919;7098;93;80;148;225;8914;41;8783;38607;38333;63,13;81,51
2015-01-23 20:00:00;559;962;7137;7984;361;0;1294;3688;7099;93;80;138;229;9014;40;9008;37880;37708;60,03;77,05
2015-01-23 21:00:00;547;891;6398;7987;360;28;1190;2830;7099;85;80;137;228;8639;30;8782;35418;35332;57,59;71,83
2015-01-23 22:00:00;539;787;5853;7756;351;194;1180;1709;7100;85;81;137;227;8303;35;8406;32594;32693;47,87;62,47
2015-01-23 23:00:00;528;600;5484;7383;291;228;1102;1647;7099;85;75;137;220;8081;24;8143;29959;30040;44,01;58,78
2015-01-24 00:00:00;506;579;4550;6754;271;746;951;972;7098;80;76;137;218;7905;36;7855;27361;27485;43,12;55,81
2015-01-24 01:00:00;525;539;4369;5921;267;1140;943;858;7100;79;76;128;218;8132;27;7927;25404;25763;40,43;52,97
2015-01-24 07:00:00;535;341;3510;5317;269;1007;1014;1045;7094;46;79;148;219;8836;125;8698;27847;28031;42,58;51,86
2015-01-24 08:00:00;534;479;3722;5832;300;324;1068;1702;7091;46;75;1002;223;8736;887;8841;30834;30993;51,9;61,01
2015-01-24 09:00:00;521;600;3902;6366;301;54;1194;2825;7091;46;73;2228;225;7746;2048;7970;32948;33327;57,1;65,95
2015-01-24 10:00:00;512;583;3764;6277;300;54;1187;2481;7089;46;77;3533;229;7382;3230;7499;33067;33373;57,59;66,22
2015-01-24 11:00:00;516;599;3504;6070;302;28;1191;1868;7091;46;78;4190;228;7379;3969;7288;32331;32671;55,79;64,49
2015-01-24 12:00:00;510;624;3516;6068;298;5;1064;1693;7094;46;79;4277;225;7542;4084;7466;32183;32544;52,6;61,74
2015-01-24 13:00:00;503;631;3600;6037;293;170;1056;1506;7095;47;80;4176;221;7529;3898;7670;31662;31782;45,2;55,08
2015-01-24 14:00:00;503;613;2990;5895;289;563;1039;1297;7096;78;77;4113;211;7838;3684;7623;30488;30494;43,1;52,73
2015-01-24 15:00:00;498;512;3099;5622;288;646;1053;1128;7097;78;78;3604;213;8098;2946;8136;29875;29801;40,43;50,31
2015-01-24 16:00:00;491;573;3689;5819;289;479;1079;1579;7096;77;77;2259;212;8027;1904;8274;30055;29777;43,52;54,34
2015-01-24 17:00:00;497;617;4166;6121;291;1;1201;3130;7097;61;76;792;208;8741;883;8448;32283;32048;53,04;66,75
2015-01-24 18:00:00;503;632;4221;6314;294;0;1219;5076;7097;45;77;268;214;9726;187;9500;34145;34127;57,9;71,35
